key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
117,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
118,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
119,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
120,1,"ModelChara#1714","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.1,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"the Rose of Hate",0,False,False
121,1,"ModelChara#1872","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Dark Dance",0,False,False
122,1,"ModelChara#1294","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Dark Dance",0,False,False
123,1,"ModelChara#1848","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","Scathe",-1,0,"Paperweight",0,False,False
124,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
125,1,"ModelChara#1369","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Lightspeed",0,False,False
126,1,"ModelChara#1449","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.8,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Heavy Impact",0,False,False
127,1,"ModelChara#782","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.8,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Swarm",0,False,False
128,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
129,1,"ModelChara#1772","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Bloody Fuller",0,False,False
130,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
131,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
132,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
133,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
134,1,"ModelChara#1632","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Death Spiral",0,False,False
135,1,"ModelChara#1276","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Darkside",0,False,False
136,1,"ModelChara#1012","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Repel",0,False,False
137,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
138,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
139,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
140,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
141,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
142,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
143,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
144,1,"ModelChara#1314","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
145,1,"ModelChara#50","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,6,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
146,1,"ModelChara#950","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.6,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
147,1,"ModelChara#279","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,1.2,4,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
148,1,"ModelChara#1609","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
149,1,"ModelChara#374","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
150,1,"ModelChara#202","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
151,1,"ModelChara#382","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.8,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
152,1,"ModelChara#224","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
153,1,"ModelChara#2185","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
154,1,"ModelChara#381","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.3,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
155,1,"ModelChara#133","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
156,1,"ModelChara#985","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
157,1,"ModelChara#1761","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.1,1.8,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
158,1,"ModelChara#381","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.3,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
159,1,"ModelChara#2280","","BNpcCustomize#0","NpcEquip#1669",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
160,1,"ModelChara#384","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.3,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
161,1,"ModelChara#385","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.3,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
162,1,"ModelChara#381","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.3,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
163,1,"ModelChara#231","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
164,1,"ModelChara#382","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,2.8,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
165,1,"ModelChara#2318","","BNpcCustomize#0","NpcEquip#1667",False,"Mog Heaven",False,"Bring It Pom",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,10,False,False,True,False,False,"mog_transform0f","mog_transform0f","",-1,0,"",0,False,False
166,1,"ModelChara#612","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,1.3,1.8,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Flurry of Rage",0,False,False
167,1,"ModelChara#1680","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Tapasya",0,False,False
168,1,"ModelChara#132","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Gigaflare",0,False,False
169,1,"ModelChara#1944","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.7,0.7,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Chilling Cyclone",0,False,False
170,1,"ModelChara#957","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Void Blizzard III",0,False,False
171,1,"ModelChara#778","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Bloody Claw",0,False,False
172,1,"ModelChara#566","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.4,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Flame Thrower",0,False,False
173,1,"ModelChara#732","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Snow Boulder",0,False,False
174,1,"ModelChara#2086","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.7,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Viscid Emission",0,False,False
175,1,"ModelChara#2087","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Cascade",0,False,False
176,1,"ModelChara#1853","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Primordial Roar",0,False,False
177,1,"ModelChara#1273","","BNpcCustomize#0","NpcEquip#1126",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.7,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Deployment Tactics",0,False,False
178,1,"ModelChara#840","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"",0,False,False
179,1,"ModelChara#640","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Rotoswipe",0,False,False
180,1,"ModelChara#1577","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Golden Talons",0,False,False
181,1,"ModelChara#946","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.6,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Dark Blizzard III",0,False,False
182,1,"ModelChara#730","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Triple",0,False,False
183,1,"ModelChara#1042","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Fungah",0,False,False
184,1,"ModelChara#1094","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Underfoot",0,False,False
185,1,"ModelChara#1157","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"Abyssal Swing",0,False,False
186,1,"ModelChara#365","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3.2,False,False,True,False,False,"","","",-1,0,"",0,False,False
187,1,"ModelChara#365","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.4,False,False,True,False,False,"","","",-1,0,"",0,False,False
188,1,"ModelChara#2356","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"","toad_smk0f","",-1,0,"",0,False,False
189,1,"ModelChara#1315","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"",0,False,False
190,1,"ModelChara#1315","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","attack",-1,0,"",0,False,False
191,1,"ModelChara#2295","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","d2d9_gim_t0v","",-1,0,"",0,False,False
192,1,"ModelChara#2296","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.7,False,False,True,False,False,"","d2d9_gim_t0v","",-1,0,"",0,False,False
193,1,"ModelChara#2315","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","d2d9_gim_t0v","attack",-1,0,"",0,False,False
194,1,"ModelChara#2311","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","attack",-1,0,"",0,False,False
195,1,"ModelChara#1907","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.75,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Antipathy",0,False,False
196,1,"ModelChara#2154","Gilgamesh","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"","","",-1,0,"",0,False,False
197,1,"ModelChara#1405","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.75,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Antipathy",0,False,False
198,1,"ModelChara#2259","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3.3,False,False,True,False,False,"","","attack",-1,0,"",0,False,False
199,1,"ModelChara#2321","Omega-F","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"","","attack",-1,0,"",0,False,False
200,1,"ModelChara#2323","Omega","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"","","",-1,0,"",0,False,False
201,1,"ModelChara#2321","Omega-F","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"","","attack",-1,0,"",0,False,False
202,1,"ModelChara#921","","BNpcCustomize#0","NpcEquip#0",False,"Tricksome Treat",False,"Unveil",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.9,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
203,1,"ModelChara#922","","BNpcCustomize#0","NpcEquip#0",False,"Tricksome Treat",False,"Unveil",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.3,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
204,1,"ModelChara#1644","","BNpcCustomize#0","NpcEquip#427",False,"Tricksome Treat",False,"Unveil",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,1.1,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
205,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,False,0,0,False,False,False,False,False,"","","",0,0,"",0,False,False
206,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,False,0,0,False,False,False,False,False,"","","",0,0,"",0,False,False
207,1,"ModelChara#2401","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
208,1,"ModelChara#2315","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","toad_smk0f","attack",-1,0,"",0,False,False
209,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,False,0,0,False,False,False,False,False,"","","",0,0,"",0,False,False
210,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,False,0,0,False,False,False,False,False,"","","",0,0,"",0,False,False
211,1,"ModelChara#0","","BNpcCustomize#692","NpcEquip#1675",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
212,1,"ModelChara#0","","BNpcCustomize#694","NpcEquip#1676",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
213,1,"ModelChara#0","","BNpcCustomize#693","NpcEquip#1677",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
214,1,"ModelChara#0","","BNpcCustomize#691","NpcEquip#1678",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
215,1,"ModelChara#0","","BNpcCustomize#535","NpcEquip#1679",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
216,1,"ModelChara#0","","BNpcCustomize#695","NpcEquip#1682",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
217,1,"ModelChara#0","","BNpcCustomize#604","NpcEquip#1680",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
218,1,"ModelChara#0","","BNpcCustomize#622","NpcEquip#1681",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
219,1,"ModelChara#0","","BNpcCustomize#465","NpcEquip#248",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
220,1,"ModelChara#0","","BNpcCustomize#466","NpcEquip#249",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
221,1,"ModelChara#0","","BNpcCustomize#467","NpcEquip#250",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
222,1,"ModelChara#0","","BNpcCustomize#468","NpcEquip#251",False,"Unveil",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"Superliminal Steel",0,False,False
223,1,"ModelChara#1426","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.1,0.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
224,1,"ModelChara#1852","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
225,1,"ModelChara#698","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
226,1,"ModelChara#646","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.75,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
227,1,"ModelChara#397","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
228,1,"ModelChara#168","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,1.1,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
229,1,"ModelChara#241","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
230,1,"ModelChara#376","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
231,1,"ModelChara#1156","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,1.08,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
232,1,"ModelChara#1185","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
233,1,"ModelChara#1437","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
234,1,"ModelChara#1422","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.75,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
