key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1916,7,"Alchemy","RecipeLevelTable#70","",4610,"Ice Shard",6152,"Gil",5054,"Gil",5537,"Gil",0,"",0,"",0,"",7,"Fire Crystal",6,"RecipeNotebookList#7",0,0,False,0,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1917,7,"Alchemy","RecipeLevelTable#70","",4611,"Ice Shard",6152,"Gil",5526,"Gil",5537,"Gil",0,"",0,"",0,"",7,"Fire Crystal",6,"RecipeNotebookList#7",0,0,False,0,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1918,7,"Alchemy","RecipeLevelTable#70","",4612,"Ice Shard",6152,"Gil",5564,"Gil",5537,"Gil",0,"",0,"",0,"",7,"Fire Crystal",6,"RecipeNotebookList#7",0,0,False,0,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1919,7,"Alchemy","RecipeLevelTable#34","",4614,"Ice Shard",5518,"Gil",5169,"Gil",5549,"Gil",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",0,0,False,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1920,7,"Alchemy","RecipeLevelTable#34","",4615,"Ice Shard",5518,"Gil",5170,"Gil",5549,"Gil",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",0,0,False,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1921,7,"Alchemy","RecipeLevelTable#34","",4616,"Ice Shard",5518,"Gil",5171,"Gil",5549,"Gil",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",0,0,False,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1922,7,"Alchemy","RecipeLevelTable#34","",4617,"Ice Shard",5518,"Gil",5172,"Gil",5549,"Gil",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",0,0,False,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1923,7,"Alchemy","RecipeLevelTable#34","",4618,"Ice Shard",5518,"Gil",5173,"Gil",5549,"Gil",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",0,0,False,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1924,7,"Alchemy","RecipeLevelTable#34","",4619,"Ice Shard",5518,"Gil",5174,"Gil",5549,"Gil",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",0,0,False,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1925,3,"Clothcraft","RecipeLevelTable#55","",7534,"Gil",5342,"Gil",5545,"Gil",5542,"Gil",5540,"Gil",5338,"Gil",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",0,0,False,50,100,100,100,0,0,255,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1926,3,"Clothcraft","RecipeLevelTable#55","",7535,"Gil",7772,"Fire Shard",5282,"Gil",5326,"Gil",5338,"Gil",0,"",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",0,0,False,50,100,100,100,0,0,255,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1927,3,"Clothcraft","RecipeLevelTable#90","",7536,"Gil",7769,"Gil",5330,"Gil",0,"",0,"",0,"",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,391,374,451,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1928,3,"Clothcraft","RecipeLevelTable#55","",7537,"Gil",7772,"Fire Shard",5338,"Fire Shard",0,"",0,"",0,"",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",0,0,False,50,100,100,100,0,0,255,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1929,3,"Leatherworking","RecipeLevelTable#55","",7538,"Gil",7772,"Gil",5285,"Gil",5338,"Gil",5510,"Gil",0,"",0,"",11,"Ice Shard",10,"RecipeNotebookList#2",0,0,False,50,100,100,100,0,0,255,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1930,3,"Clothcraft","RecipeLevelTable#90","",7539,"Gil",7768,"Gil",5342,"Gil",5330,"Gil",0,"",0,"",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,391,374,451,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1931,3,"Clothcraft","RecipeLevelTable#90","",7540,"Gil",7771,"Fire Shard",5330,"Gil",5338,"Gil",4843,"Gil",0,"",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,391,374,451,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1932,3,"Clothcraft","RecipeLevelTable#90","",7541,"Gil",7771,"Fire Shard",5330,"Gil",5338,"Gil",0,"",0,"",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,391,374,451,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1933,3,"Clothcraft","RecipeLevelTable#90","",7542,"Gil",7771,"Gil",5289,"Gil",5338,"Gil",0,"",0,"",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,391,374,451,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1934,3,"Clothcraft","RecipeLevelTable#90","",7543,"Gil",7770,"Gil",5330,"Gil",5338,"Gil",0,"",0,"",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,391,374,451,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1935,3,"Armorcraft","RecipeLevelTable#70","",7546,"Gil",7794,"Gil",5288,"Gil",5060,"Gil",0,"",0,"",0,"",15,"Gil",17,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1936,3,"Armorcraft","RecipeLevelTable#70","",7547,"Gil",7794,"Gil",5288,"Gil",5060,"Gil",0,"",0,"",0,"",15,"Gil",17,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1937,3,"Clothcraft","RecipeLevelTable#70","",7548,"Gil",7795,"Gil",5338,"Gil",5067,"Gil",0,"",0,"",0,"",18,"Gil",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1938,3,"Clothcraft","RecipeLevelTable#70","",7549,"Gil",7795,"Gil",5289,"Gil",5338,"Gil",0,"",0,"",0,"",18,"Gil",16,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1939,9,"Armorcraft","RecipeLevelTable#90","",7552,"Gil",7159,"Gil",5069,"Gil",5075,"Gil",5288,"Gil",0,"",0,"",15,"Fire Shard",17,"RecipeNotebookList#1",0,0,False,50,50,100,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1940,9,"Clothcraft","RecipeLevelTable#90","",7559,"Gil",7775,"Gil",7777,"Gil",5325,"Gil",5343,"Gil",0,"",0,"",6,"",-1,"RecipeNotebookList#0",0,0,False,50,50,100,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1941,9,"Woodworking","RecipeLevelTable#90","",7568,"Gil",7775,"Gil",7776,"Gil",5414,"Gil",7606,"Gil",0,"",0,"",4,"",-1,"RecipeNotebookList#0",0,0,False,50,50,100,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1942,6,"Cooking","RecipeLevelTable#70","",7574,"Ice Shard",7593,"Gil",4787,"Gil",4852,"Gil",4853,"Gil",4847,"Gil",4784,"Gil",14,"Gil",19,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1943,6,"Cooking","RecipeLevelTable#70","",7575,"Ice Shard",7594,"Gil",4775,"Gil",4861,"Gil",4844,"Gil",4756,"Gil",4847,"Gil",14,"Gil",19,"RecipeNotebookList#1",0,0,False,50,100,100,100,0,0,318,0,,,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1944,1,"Alchemy","RecipeLevelTable#70","",7620,"Ice Crystal",6153,"Ice Crystal",5490,"Lightning Shard",0,"",0,"",0,"",0,"",19,"Gil",-1,"RecipeNotebookList#0",0,0,False,0,50,80,50,0,347,0,391,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1945,1,"Cooking","RecipeLevelTable#5","",7767,"Lightning Crystal",4870,"Ice Shard",0,"",0,"",0,"",0,"",0,"",2,"Gil",-1,"RecipeNotebookList#0",0,0,False,0,50,80,67,0,0,0,0,"",,0,True,False,"Petrification","",0,0,False,False,0,65535,0
1946,1,"Clothcraft","RecipeLevelTable#55","",7777,"Gil",7774,"Ice Shard",0,"",0,"",0,"",0,"",0,"",12,"Ice Shard",-1,"RecipeNotebookList#0",0,0,False,0,50,80,50,0,275,0,347,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
1947,21,"Smithing","RecipeLevelTable#90","",7064,"Gil",7607,"Gil",7606,"Gil",5360,"Gil",0,"",0,"",0,"",14,"Fire Shard",17,"RecipeNotebookList#1",1361,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1948,21,"Woodworking","RecipeLevelTable#90","",7065,"Gil",7775,"Gil",7606,"Gil",5376,"Wind Shard",5059,"Wind Shard",7020,"Fire Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1949,21,"Smithing","RecipeLevelTable#90","",7066,"Gil",7775,"Gil",7607,"Gil",5061,"Wind Shard",5059,"Wind Shard",5530,"Gil",0,"",14,"Fire Shard",17,"RecipeNotebookList#1",1361,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1950,21,"Goldsmithing","RecipeLevelTable#90","",7067,"Gil",7775,"Gil",7607,"Gil",7010,"Lightning Shard",7009,"Wind Shard",7016,"Fire Shard",5530,"Gil",16,"Fire Shard",14,"RecipeNotebookList#1",1363,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1951,21,"Woodworking","RecipeLevelTable#90","",7068,"Gil",7775,"Gil",7606,"Gil",5378,"Wind Shard",5061,"Wind Shard",5066,"Fire Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1952,21,"Woodworking","RecipeLevelTable#90","",7069,"Gil",7775,"Gil",7606,"Gil",5376,"Wind Shard",5061,"Wind Shard",5316,"Fire Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1953,21,"Woodworking","RecipeLevelTable#90","",7070,"Gil",7775,"Gil",7606,"Gil",5374,"Wind Shard",5378,"Fire Shard",5059,"Fire Shard",5328,"Fire Shard",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1954,21,"Armorcraft","RecipeLevelTable#90","",7071,"Gil",7775,"Gil",7607,"Gil",5075,"Fire Shard",5095,"Wind Shard",5530,"Gil",0,"",15,"Fire Shard",17,"RecipeNotebookList#1",1362,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1955,21,"Smithing","RecipeLevelTable#90","",7072,"Gil",7775,"Gil",7607,"Gil",5061,"Wind Shard",5378,"Fire Shard",7009,"Fire Shard",5530,"Gil",14,"Fire Shard",17,"RecipeNotebookList#1",1361,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1956,20,"Goldsmithing","RecipeLevelTable#46","",7073,"Gil",5066,"Fire Shard",5059,"Gil",5094,"Wind Shard",5376,"Gil",0,"",0,"",4,"Lightning Shard",2,"RecipeNotebookList#5",1379,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1957,21,"Goldsmithing","RecipeLevelTable#48","",7074,"Gil",5066,"Fire Shard",5374,"Gil",5373,"Gil",5063,"Gil",5094,"Wind Shard",0,"",4,"Lightning Shard",2,"RecipeNotebookList#6",1387,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1958,20,"Clothcraft","RecipeLevelTable#55","",7075,"Gil",5328,"Fire Shard",7041,"Gil",5338,"Fire Shard",5374,"Wind Shard",5059,"Fire Shard",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",1373,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1959,21,"Clothcraft","RecipeLevelTable#55","",7076,"Gil",5328,"Ice Shard",7041,"Gil",5338,"Fire Shard",5374,"Earth Shard",5059,"Fire Shard",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",1373,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1960,20,"Leatherworking","RecipeLevelTable#55","",7077,"Gil",5288,"Ice Shard",7041,"Gil",5374,"Ice Shard",5066,"Ice Shard",5348,"Ice Shard",0,"",11,"Ice Shard",10,"RecipeNotebookList#2",1364,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1961,21,"Leatherworking","RecipeLevelTable#55","",7078,"Gil",5288,"Wind Shard",7041,"Gil",5374,"Wind Shard",5066,"Ice Shard",5348,"Ice Shard",0,"",11,"Ice Shard",10,"RecipeNotebookList#2",1364,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1962,21,"Woodworking","RecipeLevelTable#55","",7079,"Gil",5378,"Earth Shard",5376,"Earth Shard",5066,"Fire Shard",5329,"Gil",5348,"Gil",0,"",10,"Ice Shard",9,"RecipeNotebookList#2",1360,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1963,21,"Clothcraft","RecipeLevelTable#55","",7080,"Gil",5328,"Lightning Shard",7041,"Gil",5374,"Fire Shard",5066,"Fire Shard",5348,"Fire Shard",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",1365,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1964,21,"Woodworking","RecipeLevelTable#55","",7081,"Gil",5378,"Ice Shard",5376,"Lightning Shard",5066,"Earth Shard",0,"",0,"",0,"",10,"Ice Shard",9,"RecipeNotebookList#2",1360,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1965,21,"Smithing","RecipeLevelTable#55","",7082,"Gil",5061,"Earth Shard",7047,"Gil",5066,"Wind Shard",5998,"Lightning Shard",0,"",0,"",8,"Ice Shard",11,"RecipeNotebookList#2",1385,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1966,21,"Clothcraft","RecipeLevelTable#55","",7083,"Gil",7777,"Fire Shard",5328,"Lightning Shard",5337,"Wind Shard",0,"",0,"",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",1373,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1967,20,"Woodworking","RecipeLevelTable#18","",7084,"Gil",5364,"Fire Shard",5367,"Fire Shard",0,"",0,"",0,"",0,"",4,"Gil",3,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1968,20,"Clothcraft","RecipeLevelTable#40","",7085,"Gil",7043,"Gil",7044,"Gil",5326,"Gil",5335,"Gil",0,"",0,"",6,"Earth Shard",4,"RecipeNotebookList#4",1381,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1969,20,"Goldsmithing","RecipeLevelTable#39","",7086,"Gil",7773,"Gil",7043,"Gil",5063,"Fire Shard",0,"",0,"",0,"",4,"Earth Shard",2,"RecipeNotebookList#4",1379,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1970,20,"Clothcraft","RecipeLevelTable#90","",7087,"Gil",5187,"Gil",5328,"Wind Shard",5378,"Ice Shard",5282,"Ice Shard",5338,"Fire Shard",0,"",18,"Fire Shard",16,"RecipeNotebookList#1",1373,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1971,21,"Leatherworking","RecipeLevelTable#90","",7088,"Gil",5187,"Gil",5288,"Wind Shard",5328,"Wind Shard",5348,"Ice Shard",5059,"Ice Shard",0,"",17,"Fire Shard",16,"RecipeNotebookList#1",1364,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1972,21,"Woodworking","RecipeLevelTable#90","",7089,"Gil",5187,"Gil",5378,"Wind Shard",5374,"Wind Shard",5328,"Lightning Shard",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1368,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1973,20,"Woodworking","RecipeLevelTable#90","",7090,"Gil",5187,"Gil",5378,"Ice Shard",5374,"Ice Shard",5282,"Lightning Shard",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1974,21,"Woodworking","RecipeLevelTable#90","",7091,"Gil",5187,"Fire Shard",5378,"Wind Shard",5374,"Wind Shard",5285,"Wind Shard",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1975,21,"Leatherworking","RecipeLevelTable#90","",7092,"Gil",5187,"Fire Shard",7777,"Fire Shard",5288,"Wind Shard",5285,"Wind Shard",0,"",0,"",17,"Fire Shard",16,"RecipeNotebookList#1",1372,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1976,21,"Goldsmithing","RecipeLevelTable#90","",7093,"Gil",5187,"Gil",5068,"Earth Shard",5065,"Earth Shard",5094,"Wind Shard",0,"",0,"",16,"Fire Shard",14,"RecipeNotebookList#1",1387,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1977,20,"Goldsmithing","RecipeLevelTable#90","",7094,"Gil",5187,"Gil",7047,"Ice Shard",5998,"Wind Shard",5068,"Fire Shard",5288,"Fire Shard",0,"",16,"Fire Shard",14,"RecipeNotebookList#1",1379,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1978,21,"Woodworking","RecipeLevelTable#55","",7098,"Gil",5378,"Lightning Shard",5376,"Wind Shard",5066,"Wind Shard",0,"",0,"",0,"",10,"Ice Shard",9,"RecipeNotebookList#2",1360,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1979,21,"Clothcraft","RecipeLevelTable#55","",7099,"Gil",7777,"Fire Shard",5328,"Earth Shard",5337,"Earth Shard",0,"",0,"",0,"",12,"Ice Shard",10,"RecipeNotebookList#2",1373,0,False,50,100,50,100,0,275,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1980,21,"Armorcraft","RecipeLevelTable#90","",7100,"Gil",7157,"Gil",5069,"Fire Shard",5068,"Wind Shard",5074,"Ice Shard",0,"",0,"",15,"Fire Shard",17,"RecipeNotebookList#1",1370,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1981,21,"Armorcraft","RecipeLevelTable#90","",7101,"Gil",7157,"Gil",5075,"Wind Shard",5074,"Ice Shard",0,"",0,"",0,"",15,"Fire Shard",17,"RecipeNotebookList#1",1370,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1982,21,"Woodworking","RecipeLevelTable#90","",7102,"Gil",7158,"Earth Shard",5374,"Ice Shard",8150,"Fire Shard",6662,"Gil",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1368,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1983,20,"Woodworking","RecipeLevelTable#90","",7103,"Gil",7158,"Ice Shard",7017,"Earth Shard",8150,"Gil",0,"",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1376,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1984,20,"Woodworking","RecipeLevelTable#90","",7104,"Gil",7158,"Ice Shard",7017,"Earth Shard",8150,"Gil",0,"",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1376,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1985,20,"Woodworking","RecipeLevelTable#90","",7105,"Gil",7158,"Ice Shard",7017,"Earth Shard",8150,"Gil",0,"",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1376,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1986,20,"Woodworking","RecipeLevelTable#90","",7106,"Gil",7158,"Ice Shard",7017,"Earth Shard",8150,"Gil",0,"",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1376,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1987,20,"Woodworking","RecipeLevelTable#90","",7107,"Gil",7158,"Ice Shard",7017,"Earth Shard",8150,"Gil",0,"",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1376,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1988,21,"Woodworking","RecipeLevelTable#90","",7108,"Gil",7808,"Fire Shard",7775,"Gil",5378,"Wind Shard",5374,"Wind Shard",5059,"Wind Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1989,20,"Woodworking","RecipeLevelTable#30","",7109,"Gil",7038,"Fire Shard",5371,"Wind Shard",0,"",0,"",0,"",0,"",4,"Ice Shard",3,"RecipeNotebookList#3",1360,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1990,21,"Woodworking","RecipeLevelTable#90","",7110,"Gil",7808,"Fire Shard",7775,"Gil",5378,"Wind Shard",5285,"Wind Shard",5094,"Wind Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1991,21,"Armorcraft","RecipeLevelTable#90","",7111,"Gil",7808,"Fire Shard",7775,"Gil",5374,"Wind Shard",5075,"Wind Shard",0,"",0,"",15,"Fire Shard",17,"RecipeNotebookList#1",1362,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1992,21,"Woodworking","RecipeLevelTable#90","",7112,"Gil",7808,"Fire Shard",7775,"Gil",5378,"Wind Shard",5059,"Wind Shard",5335,"Wind Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1993,21,"Woodworking","RecipeLevelTable#90","",7113,"Gil",7808,"Fire Shard",7775,"Gil",5378,"Wind Shard",5374,"Wind Shard",5335,"Wind Shard",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1360,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1994,20,"Woodworking","RecipeLevelTable#30","",7114,"Gil",7038,"Fire Shard",5371,"Wind Shard",0,"",0,"",0,"",0,"",4,"Ice Shard",3,"RecipeNotebookList#3",1360,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1995,21,"Smithing","RecipeLevelTable#70","",6499,"Gil",7159,"Gil",5068,"Fire Shard",7010,"Lightning Shard",5061,"Wind Crystal",0,"",0,"",13,"Wind Crystal",-1,"RecipeNotebookList#0",1353,0,False,50,100,50,100,0,347,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1996,21,"Smithing","RecipeLevelTable#90","",6500,"Gil",7160,"Gil",5069,"Gil",7010,"Lightning Shard",5061,"Wind Crystal",0,"",0,"",13,"Lightning Crystal",-1,"RecipeNotebookList#0",1353,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1997,21,"Goldsmithing","RecipeLevelTable#90","",7115,"Gil",7161,"Gil",5069,"Gil",5074,"Wind Shard",7606,"Gil",5328,"Fire Shard",0,"",16,"Fire Shard",14,"RecipeNotebookList#1",1355,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1998,21,"Woodworking","RecipeLevelTable#90","",7116,"Gil",5187,"Gil",5378,"Earth Shard",5374,"Earth Shard",5061,"Wind Shard",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1352,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
1999,21,"Smithing","RecipeLevelTable#90","",7117,"Gil",5187,"Ice Shard",5061,"Fire Shard",5374,"Lightning Shard",5059,"Fire Shard",0,"",0,"",14,"Fire Shard",17,"RecipeNotebookList#1",1353,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
2000,21,"Alchemy","RecipeLevelTable#35","",7992,"Gil",7030,"Lightning Shard",5472,"Lightning Shard",0,"",0,"",0,"",0,"",7,"Wind Shard",6,"RecipeNotebookList#3",1358,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
2001,21,"Woodworking","RecipeLevelTable#45","",7993,"Gil",5376,"Earth Shard",5059,"Ice Shard",5514,"Ice Shard",7029,"Ice Shard",0,"",0,"",4,"Lightning Shard",3,"RecipeNotebookList#5",1352,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
2002,21,"Alchemy","RecipeLevelTable#41","",7994,"Gil",8022,"Ice Shard",5513,"Lightning Shard",5472,"Earth Shard",0,"",0,"",0,"",7,"Earth Shard",6,"RecipeNotebookList#4",1358,0,False,50,100,50,100,0,0,0,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
2003,21,"Woodworking","RecipeLevelTable#90","",7121,"Gil",7606,"Ice Shard",7607,"Fire Shard",7775,"Fire Shard",8150,"Ice Shard",0,"",0,"",16,"Fire Shard",15,"RecipeNotebookList#1",1352,0,False,50,100,50,100,0,391,374,0,"",,0,False,False,"Petrification","",0,0,False,False,0,65535,0
