key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
109,"pack hellhound",0,"pack hellhounds",0,0,1,0,0,"ModelChara#1837","MoveControl#2","",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,82,"ui/icon/004000/004081.tex",3301,65,True,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
110,"Archon throne",0,"Archon thrones",0,1,1,0,0,"ModelChara#1776","MoveControl#2","",45,15,15,1,2,"MountCustomize#41","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_IsuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IsuBye",0,10,False,True,0,0,0,0,83,"ui/icon/004000/004084.tex",16040,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#17","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
111,"Syldra",0,"Syldras",0,0,1,0,1,"ModelChara#1676","MoveControl#2","",45,70,70,1,2,"MountCustomize#42","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ShirudoraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ShirudoraBye",20,10,False,True,0,0,0,0,95,"ui/icon/004000/004085.tex",7020,100,True,0,0,100,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#17","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
112,"Falcon",0,"Falcons",0,0,1,0,0,"ModelChara#1773","MoveControl#2","",45,15,15,3,4,"MountCustomize#43","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,False,True,0,0,0,0,96,"ui/icon/004000/004086.tex",10080,100,True,0,0,100,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#22","TiltParam#41",False,"TiltParam#40",False
113,"lone faehound",0,"lone faehounds",0,0,1,0,0,"ModelChara#1858","MoveControl#2","",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,85,"ui/icon/004000/004082.tex",3302,65,True,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
114,"pack faehound",0,"pack faehounds",0,0,1,0,0,"ModelChara#1876","MoveControl#2","",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,84,"ui/icon/004000/004083.tex",3303,65,True,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
115,"blissful kamuy",0,"blissful kamuy",0,0,1,1,0,"ModelChara#1835","MoveControl#2","",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_Lakshmi.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,86,"ui/icon/004000/004087.tex",30200,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
116,"reveling kamuy",0,"reveling kamuy",0,0,1,0,0,"ModelChara#1836","MoveControl#2","",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_Susano.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,87,"ui/icon/004000/004088.tex",30201,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
117,"",0,"",0,0,1,0,0,"ModelChara#1894","MoveControl#2","",45,15,70,1,0,"MountCustomize#46","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#18","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
118,"",0,"",0,0,1,0,0,"ModelChara#1995","MoveControl#2","",45,15,15,5,2,"MountCustomize#45","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,,0,100,False,9,3,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
119,"",0,"",0,0,1,0,0,"ModelChara#1953","MoveControl#2","",45,15,70,1,2,"MountCustomize#28","music/ex2/BGM_EX2_Mount01.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,-1,,0,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
120,"",0,"",0,0,1,0,0,"ModelChara#1952","MoveControl#2","",45,15,15,0,0,"MountCustomize#5","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,-1,,0,65,False,0,0,100,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
121,"magitek predator",0,"magitek predators",0,0,1,0,0,"ModelChara#2298","MoveControl#2","",45,0,15,1,2,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,0,0,0,88,"ui/icon/004000/004089.tex",10010,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#23","TiltParam#39",False,"TiltParam#38",False
122,"battle lion",0,"battle lions",0,0,1,0,0,"ModelChara#1725","MoveControl#2","",45,70,50,1,2,"MountCustomize#8","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_LionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LionBye",20,10,False,True,0,0,0,0,89,"ui/icon/004000/004090.tex",3241,150,True,13,4,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#43",False,"TiltParam#40",False
123,"battle bear",0,"battle bears",0,0,1,0,0,"ModelChara#718","MoveControl#2","",45,15,70,1,2,"MountCustomize#9","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_KumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KumaBye",20,10,False,True,0,0,0,0,90,"ui/icon/004000/004091.tex",3251,65,True,12,3,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#38",False
124,"battle panther",0,"battle panthers",0,0,1,0,0,"ModelChara#2049","MoveControl#2","",45,70,70,1,2,"MountCustomize#3","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CuahrBye",20,10,False,True,0,0,0,0,91,"ui/icon/004000/004092.tex",3202,60,True,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#10","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
125,"yol",0,"yols",0,0,1,0,0,"ModelChara#1894","MoveControl#2","",45,15,70,1,0,"MountCustomize#46","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,92,"ui/icon/004000/004093.tex",5030,100,True,0,0,80,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#18","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
126,"Alte Roite",0,"Alte Roites",0,0,1,0,1,"ModelChara#1713","MoveControl#2","",45,15,85,1,2,"MountCustomize#47","music/ffxiv/BGM_Ride_Omega.scd","SE_Bt_Etc_JuraeibisWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_JuraeibisBye",20,10,False,True,0,0,0,0,93,"ui/icon/004000/004094.tex",7030,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#37",False,"TiltParam#37",False
127,"Centurio tiger",0,"Centurio tigers",0,0,1,0,0,"ModelChara#2173","MoveControl#2","",45,15,65,1,2,"MountCustomize#48","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ToraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ToraBye",20,10,False,True,0,0,0,0,94,"ui/icon/004000/004095.tex",3310,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
128,"commandeered magitek armor",0,"commandeered magitek armors",0,0,1,0,0,"ModelChara#2","MoveControl#2","",45,0,15,0,0,"MountCustomize#0","music/ffxiv/BGM_Ride_CommonMonster.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,65537,0,0,-1,,0,77,False,0,0,70,0,"MountAction#27",False,False,False,False,False,0,0,False,False,"TiltParam#30","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
129,"",0,"",0,0,1,0,0,"ModelChara#1995","MoveControl#2","",45,15,15,5,0,"MountCustomize#45","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,,0,100,False,9,3,70,0,"MountAction#26",True,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
130,"Ixion",0,"Ixions",0,0,1,0,1,"ModelChara#2061","MoveControl#2","",45,70,85,1,2,"MountCustomize#49","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_IxionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IxionBye",20,20,False,True,0,0,0,0,97,"ui/icon/004000/004096.tex",3320,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
131,"",0,"",0,0,1,0,0,"ModelChara#2095","MoveControl#2","",45,15,15,0,0,"MountCustomize#0","music/ffxiv/BGM_Ride_Alex.scd","SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,,0,30,False,0,0,100,0,"MountAction#28",False,False,False,True,True,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#37",False,"TiltParam#37",False
132,"",0,"",0,0,1,0,0,"ModelChara#2096","MoveControl#2","",45,15,15,0,0,"MountCustomize#0","music/ffxiv/BGM_Ride_Alex.scd","SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,,0,30,False,0,0,100,0,"MountAction#28",False,False,False,True,True,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#37",False,"TiltParam#37",False
133,"legendary kamuy",0,"legendary kamuy",0,0,1,0,0,"ModelChara#2116","MoveControl#2","",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_Shinryu.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,99,"ui/icon/004000/004101.tex",30202,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
134,"",0,"",0,0,1,0,0,"ModelChara#1658","MoveControl#2","",45,15,70,1,2,"MountCustomize#9","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,-1,,0,65,False,12,3,70,0,"MountAction#31",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#38",False
135,"Nezha chariot",0,"Nezha chariots",0,0,1,0,0,"ModelChara#2030","MoveControl#2","",45,15,15,1,2,"MountCustomize#50","music/ffxiv/BGM_Ride_Kgreen.scd","SE_Bt_Etc_FuukaNirinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FuukaNirinBye",0,20,False,True,0,0,0,0,98,"ui/icon/004000/004097.tex",15000,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
136,"striped ray",0,"striped rays",0,0,1,0,0,"ModelChara#2117","MoveControl#2","",45,15,15,5,2,"MountCustomize#45","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,100,"ui/icon/004000/004103.tex",7040,30,True,9,3,70,0,"MountAction#30",True,True,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
137,"",0,"",0,0,1,0,0,"ModelChara#2117","MoveControl#2","",45,15,15,5,2,"MountCustomize#45","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,,0,30,False,9,3,70,0,"MountAction#29",True,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
138,"Aquamarine Carbuncle",0,"Aquamarine Carbuncles",0,0,1,1,1,"ModelChara#2073","MoveControl#2","",45,70,70,1,2,"MountCustomize#51","music/ffxiv/BGM_Ride_Kyellow.scd","SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,101,"ui/icon/004000/004104.tex",3330,120,True,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
139,"Citrine Carbuncle",0,"Citrine Carbuncles",0,0,1,1,1,"ModelChara#2125","MoveControl#2","",45,70,70,1,2,"MountCustomize#51","music/ffxiv/BGM_Ride_Kyellow.scd","SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,102,"ui/icon/004000/004105.tex",3331,120,True,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
140,"flying chair",0,"flying chairs",0,0,1,0,0,"ModelChara#2115","MoveControl#2","",45,85,85,1,2,"MountCustomize#52","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_LanosceasofaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LanosceasofaBye",0,10,False,True,0,0,0,0,103,"ui/icon/004000/004106.tex",16050,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#17","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
141,"magitek avenger",0,"magitek avengers",0,0,1,1,0,"ModelChara#2072","MoveControl#2","",45,15,70,1,0,"MountCustomize#53","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MekagoriraWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MekagoriraBye",20,10,False,True,0,0,0,0,104,"ui/icon/004000/004107.tex",10090,100,True,12,3,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
142,"korpokkur kolossus",0,"korpokkur kolossi",0,0,1,0,0,"ModelChara#2071","MoveControl#2","",45,15,70,1,2,"MountCustomize#54","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MarimokunWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MarimokunBye",20,10,False,True,0,0,0,0,105,"ui/icon/004000/004108.tex",1040,120,True,0,0,40,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#19","TiltParam#37",False,"TiltParam#38",False
143,"Red Hare",0,"Red Hares",0,0,1,0,1,"ModelChara#2119","MoveControl#2","",10,70,70,1,2,"MountCustomize#55","music/ffxiv/BGM_Ride_Kgreen.scd","SE_Bt_Etc_SekitobaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SekitobaBye",20,10,False,True,0,0,0,0,106,"ui/icon/004000/004109.tex",3040,100,True,0,0,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
144,"auspicious kamuy",0,"auspicious kamuy",0,1,1,0,0,"ModelChara#2167","MoveControl#2","",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_Byakko.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,107,"ui/icon/004000/004110.tex",30203,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
145,"magitek death claw",0,"magitek death claws",0,0,1,1,0,"ModelChara#2118","MoveControl#2","",45,70,70,1,2,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DeathClawWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DeathClawBye",0,10,False,True,0,0,0,0,108,"ui/icon/004000/004111.tex",10020,100,True,0,0,50,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#18","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
146,"marid",0,"marids",0,0,1,0,0,"ModelChara#2074","MoveControl#2","",45,70,15,1,0,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ElephantWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ElephantBye",20,10,False,True,0,0,0,0,109,"ui/icon/004000/004112.tex",3340,100,True,0,0,60,0,"MountAction#38",False,True,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#18","TiltParam#39",False,"TiltParam#38",False
147,"marid",0,"marids",0,0,1,0,0,"ModelChara#2074","MoveControl#2","",45,70,15,1,0,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ElephantWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ElephantBye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#37",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#18","TiltParam#39",False,"TiltParam#38",False
148,"true griffin",0,"true griffins",0,0,1,0,0,"ModelChara#2191","MoveControl#2","",45,70,60,1,2,"MountCustomize#20","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,110,"ui/icon/004000/004113.tex",3291,60,True,9,3,60,0,"MountAction#36",False,True,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
149,"true griffin",0,"true griffins",0,0,1,0,0,"ModelChara#2191","MoveControl#2","",45,70,60,1,2,"MountCustomize#20","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,-1,,0,60,False,9,3,60,0,"MountAction#35",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
150,"tyrannosaur",0,"tyrannosaurs",0,0,1,0,0,"ModelChara#2126","MoveControl#2","",45,30,30,1,2,"MountCustomize#56","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TRexWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TRexBye",20,20,False,True,0,0,0,0,111,"ui/icon/004000/004116.tex",1050,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
151,"Regalia Type-G",0,"Regalia Type-Gs",0,0,1,1,0,"ModelChara#2135","MoveControl#2","",45,85,85,1,2,"MountCustomize#57","music/ffxiv/BGM_Ride_BKC.scd","SE_Bt_Etc_CarWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CarBye",0,10,False,True,0,0,0,0,112,"ui/icon/004000/004138.tex",40010,100,True,0,0,70,3,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
152,"broken heart (right)",0,"broken hearts (right)",0,0,1,0,0,"ModelChara#2179","MoveControl#2","",45,85,85,1,2,"MountCustomize#41","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_RightHeartWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RightHeartBye",0,10,False,True,0,0,0,0,113,"ui/icon/004000/004114.tex",16061,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#51",False,"TiltParam#50",False
153,"broken heart (left)",0,"broken hearts (left)",0,0,1,0,0,"ModelChara#2180","MoveControl#2","",45,85,85,1,2,"MountCustomize#41","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_RightHeartWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RightHeartBye",0,10,False,True,0,0,0,0,114,"ui/icon/004000/004115.tex",16060,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
154,"Typhon",0,"Typhons",0,0,1,0,1,"ModelChara#2175","MoveControl#2","",45,15,15,1,2,"MountCustomize#58","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TyuponeWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TyuponeBye",20,20,False,True,0,0,0,0,115,"ui/icon/004000/004136.tex",7050,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#19","TiltParam#23","TiltParam#41",False,"TiltParam#42",False
155,"",0,"",0,0,1,0,0,"ModelChara#2175","MoveControl#2","",45,15,15,1,2,"MountCustomize#58","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TyuponeWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TyuponeBye",20,20,False,True,0,0,0,0,-1,,0,100,False,0,0,70,0,"MountAction#34",False,False,False,False,False,0,0,False,False,"TiltParam#19","TiltParam#23","TiltParam#41",False,"TiltParam#42",False
156,"Air Force",0,"Air Forces",0,1,1,0,1,"ModelChara#2174","MoveControl#2","",45,70,70,6,2,"MountCustomize#59","music/ffxiv/BGM_Ride_Sigma.scd","SE_Bt_Etc_AirForceWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AirForceBye",0,10,False,True,0,0,0,0,116,"ui/icon/004000/004117.tex",11020,100,True,0,0,50,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#18","TiltParam#23","TiltParam#41",False,"TiltParam#42",False
157,"",0,"",0,0,1,0,0,"ModelChara#2174","MoveControl#2","",45,70,70,6,2,"MountCustomize#59","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_AirForceWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AirForceBye",0,10,False,True,0,0,0,0,-1,,0,100,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#18","TiltParam#23","TiltParam#41",False,"TiltParam#42",False
158,"lunar kamuy",0,"lunar kamuy",0,0,1,0,0,"ModelChara#2195","MoveControl#2","",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_TK.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,117,"ui/icon/004000/004127.tex",30204,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
159,"dodo",0,"dodos",0,0,1,0,0,"ModelChara#2194","MoveControl#2","",45,15,70,1,2,"MountCustomize#61","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DodoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DodoBye",20,10,False,True,0,0,0,0,118,"ui/icon/004000/004122.tex",1060,100,True,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#30","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
160,"Indigo whale",0,"Indigo whales",0,1,1,0,0,"ModelChara#2176","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_Kyellow.scd","SE_Bt_Etc_KujiraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KujiraBye",20,10,False,True,0,0,0,0,119,"ui/icon/004000/004119.tex",7060,100,True,0,0,70,1,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#16","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
