key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
11504,"Flames",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/common/mon_sph040","normal_hit/zeroframe_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,25,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,False,0,False,False,False,False,0
11505,"Defensive Protocols",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp002","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,250,0,0,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,False,0,False,False,False,False,0
11506,"Energize",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp002","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,40,0,0,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,False,0,False,False,False,False,0
11507,"Ovation",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp001","normal_hit/zeroframe_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,4,11,4,True,0,0,,"",0,False,0,0,0,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,False,0,False,False,False,False,0
11508,"Vulcan Burst",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/m0099/mon_sp009","normal_hit/zeroframe_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,16,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11509,"Freefire",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/ultima_teikokuhikutei_bakuhatu","mon_sp/gimmick/ultima_teikokuhikutei_bakuhatu_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,40,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",27,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11510,"Eddy",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/magic_thm_start","cmat_watct0c","mon_sp/[SKL_ID]/mon_sp004","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,False,30,0,260,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11511,"Eddy",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","","mon_sp/gimmick/e0199_boss_gimmick02","mon_sp/gimmick/e0199_boss_gimmick02_hit",0,,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",1,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11512,"Great Flood",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/magic_thm_start","cmcs_castx1m","mon_sp/[SKL_ID]/mon_sp004","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,False,200,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11513,"Great Flood",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/leviathan_daikaisyou","mon_sp/gimmick/leviathan_daikaisyou_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11514,"Whirlwind",False,"ui/icon/000000/000405.tex","Ability",0,"battle/magic_thm_start","cmat_watct0c","mon_sp/[SKL_ID]/mon_sp004","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,False,30,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11515,"Upwell",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/gimmick/e0199_boss_gimmick03","mon_sp/gimmick/e0199_boss_gimmick03_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,37,0,True,0,0,,"",0,False,30,0,70,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",80,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11516,"Unwind",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/mon_sp001","mon_sp/[SKL_ID]/mon_sp001_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,80,0,True,2,0,,"",0,False,0,0,0,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11517,"Geocrush",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/show/mon_sp001","mon_sp/m0098/mon_sp008_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,100,0,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Thundercloud",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,True,True,False,True,True,0,False,False,False,False,0
11518,"Sweet Breath",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/m0037/mon_sp002","mon_sp/m0037/mon_sp002_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,12,0,True,0,0,,"",0,False,40,0,0,0,0,"",6,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",5,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11519,"Offal Breath",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp008","mon_sp/[SKL_ID]/mon_sp008_hit",0,,0,0,False,False,50,False,False,False,False,False,False,True,False,False,0,True,True,2,6,0,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11520,"Whitewater",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/magic_thm_start","cmat_watct0c","mon_sp/[SKL_ID]/mon_sp004","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,False,30,0,280,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11521,"Whitewater",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/e0199_boss_gimmick01","mon_sp/gimmick/e0199_boss_gimmick01_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,4,40,7,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11522,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","","mon_sp/[SKL_ID]/mon_sp021","normal_hit/normal_hit",0,,0,0,False,False,5,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11523,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","","mon_sp/[SKL_ID]/mon_sp021","normal_hit/normal_hit",0,,0,0,False,False,5,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11524,"Komainu's Blessing",False,"ui/icon/000000/000405.tex","Ability",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp001","mon_sp/[SKL_ID]/mon_sp001_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,8,0,False,0,0,,"",0,False,50,0,1800,0,0,"",5,"Fang and Claw Bared",0,"",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11525,"Inugami's Blessing",False,"ui/icon/000000/000405.tex","Ability",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp001","mon_sp/[SKL_ID]/mon_sp001_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,8,0,False,0,0,,"",0,False,50,0,1800,0,0,"",5,"Fang and Claw Bared",0,"",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11526,"Senri's Blessing",False,"ui/icon/000000/000405.tex","Ability",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp001","mon_sp/[SKL_ID]/mon_sp001_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,8,0,False,0,0,,"",0,False,50,0,1800,0,0,"",5,"Fang and Claw Bared",0,"",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11527,"The Short End",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp001","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,30,0,0,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11528,"Mount Huaguo",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp005","mon_sp/[SKL_ID]/mon_sp005_hit",0,,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,5,60,0,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11529,"Radiant Plume",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_b_start","mon_eisyo03t","mon_sp/m0096/mon_sp006","mon_sp/m0096/mon_sp006_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,32,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11530,"Fireball",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/mon_sp001","mon_sp/[SKL_ID]/mon_sp001_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,30,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
11531,"Fireball",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/fastest_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,True,False,False,True,True,0,False,False,False,False,0
11532,"Fireball",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/mon_sp001","mon_sp/[SKL_ID]/mon_sp001_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,30,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
11533,"Fireball",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/fastest_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,True,False,False,True,True,0,False,False,False,False,0
11534,"Shutdown",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,100,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11535,"Shadowkiller",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","human_sp/c0501/human_sp101","human_sp/c0501/human_sp101_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,True,3,6,0,True,0,0,,"",0,False,0,0,0,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11536,"Silver Bullet",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","human_sp/c0501/human_sp102","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,True,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11537,"Terminus Est",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","human_sp/c0501/human_sp104","normal_hit/normal_hit",0,,0,0,False,False,40,True,False,False,False,False,False,False,False,False,0,False,True,1,0,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11538,"Terminus Est",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","","mon_sp/m9994/mon_sp001","mon_sp/m9994/mon_sp001_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,True,4,40,4,True,0,0,,"",0,False,25,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11539,"Magitek Hook",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/mon_sp001","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11540,"Caduceus",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/mon_sp005","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,0,0,30,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11541,"Hell of Water",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_b_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp003","mon_sp/[SKL_ID]/mon_sp003_hit",0,,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,11,50,7,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",188,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11542,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11543,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11544,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11545,"King of the Skies",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/fastest_hit",0,,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,50,0,False,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,True,False,False,True,True,0,False,False,False,False,0
11546,"King of the Skies",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/fastest_hit",0,,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,50,0,False,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,True,False,False,True,True,0,False,False,False,False,0
11547,"",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/w1fz_boss_gimmick07","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11548,"Hagetsu",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp005","mon_sp/[SKL_ID]/mon_sp005_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,50,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,False,0,False,False,False,False,0
11549,"Hagetsu",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp005","mon_sp/[SKL_ID]/mon_sp005_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,False,0,False,False,False,False,0
11550,"Lithobrake",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/normal_hit",0,,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,2,100,0,True,0,0,,"",0,False,50,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",27,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11551,"Dance of the Dead",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/gimmick/e3fd_boss_gimmick04","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0
11552,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11553,"",False,"ui/icon/000000/000405.tex","Ability",0,"","","human_sp/c0501/human_sp112","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,True,2,40,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
11554,"Whirlwind",False,"ui/icon/000000/000405.tex","Ability",0,"battle/magic_thm_start","cmat_watct0c","mon_sp/[SKL_ID]/mon_sp004","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,False,30,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11555,"Ferrofluid",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp008","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,60,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11556,"Acceleration Bomb",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp008","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,60,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11557,"Magnetism",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/alexthree_magnet_hikiyose","mon_sp/gimmick/alexthree_magnet_hikiyose_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,100,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,False,False,False,True,0,False,False,False,False,0
11558,"Ultramagnetism",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/alexthree_magnet_hikiyosedmg","mon_sp/gimmick/alexthree_magnet_hikiyosedmg_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,1,0,False,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11559,"Acceleration Bomb",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi_saisoku","mon_sp/m0005/mon_sp015_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11560,"Water",False,"ui/icon/000000/000405.tex","Spell",1,"battle/magic_cnj_start","cmat_watct0c","magic/cnj_white/water","normal_hit/normal_hit",0,,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,10,0,30,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,1,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11561,"",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11562,"",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
11563,"Flurry",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp003","normal_hit/zeroframe_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,50,0,160,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11564,"Flurry",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp003","normal_hit/zeroframe_hit",0,,0,0,False,False,25,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,30,0,300,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",181,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11565,"Snow Squall",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/gimmick/a2fg_boss_gimmick02","normal_hit/zeroframe_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,40,0,True,0,0,,"",0,False,40,0,240,0,0,"",5,"Freecure",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
11566,"Hypothermal Combustion",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp003","normal_hit/zeroframe_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,8,0,True,2,0,,"",0,False,30,0,0,0,0,"",5,"Freecure",0,"Petrification",,"",0,0,False,"",181,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
